2024-08-15 20:05:25: -- Analysis Started by User Command
2024-08-15 20:05:25: L: Reading State File D:/public_html/_gsdata_/_file_state_v4._gs
2024-08-15 20:05:25: L: Reading State File D:/public_html/files/advbook and merge it with the root state
2024-08-15 20:05:25: R: Reading State File D:/gitrepo/srsarangi.github.io/_gsdata_/_file_state_v4._gs
2024-08-15 20:05:25: R: State file does not exist: D:/gitrepo/srsarangi.github.io/_gsdata_/_file_state_v4._gs
2024-08-15 20:05:25: /courses/2012/csl211-2012/tutorial/tutorial_7.pptx: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl211-2012/tutorials.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/assignments.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/contacts.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/images/body_background.gif: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/images/book.png: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/images/heading.png: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/images/heading_bg.gif: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/images/maincol_bg.gif: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/images/maincol_hline.gif: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/images/maincol_vline.gif: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/images/outline.png: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/images/textbook.png: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/images/updates.png: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/index.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/index_backup.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/resources.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/style.css: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2012/csl861/updates.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl-211-2013/announcements.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl-211-2013/assignments.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl-211-2013/csl211.css: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl-211-2013/exams_grade.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl-211-2013/index.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl-211-2013/lectures.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl-211-2013/slides/intro.odp: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl-211-2013/ta_info.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl-211-2013/tutorials.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/csl860.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/chord-lec.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/chord.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/clocks.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/coda.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/comm.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/condor.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/corona.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/dryad.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/dynamo.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/facebook.pptx: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/freenet.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/ft.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/intro.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/leader.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/main.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/midterm.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/mst.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/mutex.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/napster-gnutella-lec.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/nfsafs.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/pastry-lec.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/pastry.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/paxos.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/percolator.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/photostorage.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/voldemort.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2013/csl860/docs/voldemort.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl818/index.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/csl860.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/cassandra.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/chord-lec.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/chord.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/clocks.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/coda.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/comm.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/condor.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/corona.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/dryad.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/dynamo.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/facebook.pptx: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/freenet.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/ft.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/intro.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/leader.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/main.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/midterm.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/mst.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/mutex.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/napster-gnutella-lec.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/nfsafs.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/pastry-lec.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/pastry.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/paxos.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/percolator.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/photostorage.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/voldemort.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2014/csl8602014/docs/voldemort.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col-216-2014/announcements.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col-216-2014/assignments.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col-216-2014/csl211.css: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col-216-2014/exams_grade.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col-216-2014/index.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col-216-2014/lectures.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col-216-2014/minor2.zip: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col-216-2014/paper.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col-216-2014/policies.pptx: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col-216-2014/slides/intro.odp: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col-216-2014/ta_info.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col-216-2014/tutorials.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/announcements.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/assignments.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/csl211.css: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/exams_grade.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/index.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/lectures.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/a.out: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/ab.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/array.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/array2d.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/arrays/a.out: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/arrays/arrayconcepts.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/arrays/arrays.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/arrays/onedarray.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/arrays/palindrome.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/arrays/screendecorator.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/binproof.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/bitops/bitwise.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/conditional.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/file.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/files/file-reader.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/files/file-writer.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/func.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/funcs/factorial.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/funcs/fib.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/funcs/functions.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/funcs/gcd.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/funcs/intreverse.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/funcs/prime.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/io.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/lect28/birthday-calc.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/lect28/para.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/lect28/stringswap.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/lists/bogey.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/lists/stack.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/llist.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/loop.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/loops/a.out: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/loops/continue.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/loops/exponentials.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/loops/fib.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/loops/floyd-singleloop.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/loops/floyd.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/loops/loops.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/loops/prime.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/minor2/19bit.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/minor2/arrayreverse.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/minor2/curtime.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/minor2/ip.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/minor2/raise.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/misc/a.out: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/misc/float_anomaly.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/misc/macro.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/myfirstprogram.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/oop/a.out: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/oop/inheritance.cpp: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/oop/rectangle.cpp: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/oop/shapes.cpp: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/pointerarray.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/pointers/a.out: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/pointers/arraypointer.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/pointers/pointer_basics.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/pointers/pointerarith.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/pointers/strings.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/pointers/swap.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/pointers.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/pointerstrings.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/recursion.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/sorting.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/sortsearch/inssort.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/sortsearch/mergesort.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/sortsearch/partition.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/sortsearch/quicksort.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/sortsearch/selsort.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/stackpollution.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/stacks.tgz: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/stringswapadvanced.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/structs/enum.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/structs/struct-example.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/structs/struct-union-comp.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/structs/union.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/notes/structures.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/policies.pptx: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/slides/intro.pptx: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/slides.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/ta_info.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2015/col_100_2015/tutorials.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col718_2016/index.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col718_2016/lectures/Caches.pptx: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col718_2016/lectures/coherence.pptx: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col718_2016/lectures/consistency.pptx: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col718_2016/lectures/dataprefetch.pptx: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col718_2016/lectures/flow.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col718_2016/lectures/OOO-II.pptx: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col718_2016/lectures/OOO-III.pptx: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col718_2016/lectures/OOOpipelines.pptx: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col718_2016/lectures/prefetching.pptx: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col718_2016/lectures/router-microarch.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col718_2016/lectures/trans-memory-pres-sarangi-iit-delhi.pptx: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col718_2016/lectures/trans-memory.pptx: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/announcements.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/assignments.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/csl211.css: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/exams_grade.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/index.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/lectures.html: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/a.out: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/ab.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/array.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/array2d.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/arrays/a.out: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/arrays/arrayconcepts.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/arrays/arrays.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/arrays/onedarray.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/arrays/palindrome.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/arrays/screendecorator.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/august_1.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/august_11.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/august_5.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/august_8.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/binproof.pdf: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/bitops/bitwise.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/conditional.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/file.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/files/file-reader.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/files/file-writer.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/func.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/funcs/factorial.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/funcs/fib.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/funcs/functions.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/funcs/gcd.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/funcs/intreverse.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/funcs/prime.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/io.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/lect28/birthday-calc.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/lect28/para.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/lect28/stringswap.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/lists/bogey.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/lists/stack.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/llist.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/loop.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/loops/a.out: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/loops/continue.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/loops/exponentials.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/loops/fib.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/loops/floyd-singleloop.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/loops/floyd.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/loops/loops.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/loops/prime.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/minor2/19bit.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/minor2/arrayreverse.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/minor2/curtime.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/minor2/ip.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/minor2/raise.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/misc/a.out: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/misc/float_anomaly.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/misc/macro.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/myfirstprogram.c: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/oop/a.out: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/oop/inheritance.cpp: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/oop/rectangle.cpp: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/oop/shapes.cpp: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/pointerarray.ppt: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/pointers/a.out: Warning: Older file to replace Newer file
2024-08-15 20:05:25: /courses/2016/col_100_2016/notes/pointers/arraypointer.c: Warning: Older file to replace Newer file
